,id,adult,title,original_language,overview,title,popularity,release_date,vote_average,vote_count
3575,2750,False,24 Hour Party People,en,"Manchester, 1976. Tony Wilson is an ambitious but frustrated local TV news reporter looking for a way to make his mark. After witnessing a life-changing concert by a band known as the Sex Pistols, he persuades his station to televise one of their performances, and soon Manchester's punk groups are clamoring for him to manage them. Riding the wave of a musical revolution, Wilson and his friends create the legendary Factory Records label and The Hacienda club.",24 Hour Party People,11.111,2002-02-13,6.9,335
3576,339987,False,The Exception,en,"A German soldier tries to determine if the Dutch resistance has planted a spy to infiltrate the home of Kaiser Wilhelm in Holland during the onset of World War II, but falls for a young Jewish Dutch woman during his investigation.",The Exception,20.043,2017-06-02,6.9,362
3577,82424,False,Small Fry,en,A fast food restaurant mini variant of Buzz forcibly switches places with the real Buzz and his friends have to deal with the obnoxious impostor.,Small Fry,17.258,2011-11-23,6.9,460
3578,22494,False,Frequently Asked Questions About Time Travel,en,Follows three social outcasts -- two geeks and a cynic -- as they attempt to navigate a time-travel conundrum in the middle of a British pub. Faris plays a girl from the future who sets the adventure in motion.,Frequently Asked Questions About Time Travel,11.363,2009-04-24,6.9,449
3579,13776,False,Diner,en,"Set in 1959, Diner shows how five young men resist their adulthood and seek refuge in their beloved Diner. The mundane, childish, and titillating details of their lives are shared. But the golden moments pass, and the men shoulder their responsibilities, leaving the Diner behind.",Diner,6.143,1982-04-02,6.9,214
3580,432527,False,Padmaavat,hi,"Rajputana, India, 13th century. The tyrannical usurper Alauddin Khilji, sultan of Delhi, becomes obsessed with Queen Padmavati, wife of King Ratan Singh of Mewar, and goes to great lengths to satisfy his greed for her.",Padmaavat,7.714,2018-01-25,6.9,210
3581,45284,False,Outrage,ja,"When a tough yakuza gangster is betrayed by his bosses, it means all out war. Bodies pile up as he takes out everyone in his way to the top in a brutal quest for revenge.",Outrage,11.578,2010-05-17,6.9,330
3582,24420,False,The Time Traveler's Wife,en,"Due to a genetic disorder, handsome librarian Henry DeTamble involuntarily zips through time, appearing at various moments in the life of his true love, the beautiful artist Clare Abshire.",The Time Traveler's Wife,19.731,2009-08-14,6.9,2095
3583,10655,False,Gettysburg,en,"In the summer of 1863, General Robert E. Lee leads the Confederate Army of Northern Virginia into Gettysburg, Pennsylvania with the goal of marching through to Washington, D.C. The Union Army of the Potomac, under the command of General George G. Meade, forms a defensive position to confront the rebel forces in what will prove to be the decisive battle of the American Civil War.",Gettysburg,11.167,1993-10-08,6.9,233
3584,9390,False,Jerry Maguire,en,"Jerry Maguire used to be a typical sports agent: willing to do just about anything he could to get the biggest possible contracts for his clients, plus a nice commission for himself. Then, one day, he suddenly has second thoughts about what he's really doing. When he voices these doubts, he ends up losing his job and all of his clients, save Rod Tidwell, an egomaniacal football player.",Jerry Maguire,22.792,1996-12-13,6.9,2640
3585,103269,False,Superman vs. The Elite,en,The Man of Steel finds himself outshone by a new team of ruthless superheroes who hold his idealism in contempt.,Superman vs. The Elite,9.272,2012-06-12,6.9,309
3586,11652,False,Invincible,en,"Inspired by the true story of Vince Papale, a man with nothing to lose who ignored the staggering odds and made his dream come true. When the coach of Papale's beloved hometown football team hosted an unprecedented open tryout, the public consensus was that it was a waste of time – no one good enough to play professional football was going to be found this way.",Invincible,12.552,2006-08-25,6.9,751
3587,320,False,Insomnia,en,Two Los Angeles homicide detectives are dispatched to a northern town where the sun doesn't set to investigate the methodical murder of a local teen.,Insomnia,16.306,2002-05-24,6.9,3824
3588,113947,False,The Sessions,en,"Though a childhood bout with polio left him dependent on an iron lung, Mark O'Brien maintains a career as a journalist and poet. A writing assignment dealing with sex and the disabled piques Mark's curiosity, and he decides to investigate the possibility of experiencing sex himself. When his overtures toward a caregiver scare her away, he books an appointment with sex surrogate Cheryl Green to lose his virginity.",The Sessions,15.926,2012-05-02,6.9,450
3589,39254,False,Real Steel,en,"Charlie Kenton is a washed-up fighter who retired from the ring when robots took over the sport. After his robot is trashed, he reluctantly teams up with his estranged son to rebuild and train an unlikely contender.",Real Steel,176.727,2011-09-28,6.9,6844
3590,13537,False,Shattered Glass,en,"The true story of fraudulent Washington, D.C. journalist Stephen Glass, who rose to meteoric heights as a young writer in his 20s, becoming a staff writer at The New Republic for three years. Looking for a short cut to fame, Glass concocted sources, quotes and even entire stories, but his deception did not go unnoticed forever, and eventually, his world came crumbling down.",Shattered Glass,8.004,2003-11-14,6.9,335
3591,1381,False,The Fountain,en,"Spanning over one thousand years, and three parallel stories, The Fountain is a story of love, death, spirituality, and the fragility of our existence in this world.",The Fountain,12.205,2006-11-22,6.9,2265
3592,538207,False,We Die Young,en,"Lucas, a 14-year-old boy inducted into the gang life in Washington D.C., is determined that his 10-year-old brother won't follow the same path. When an Afghanistan war veteran comes into the neighborhood, an opportunity arises.",We Die Young,14.723,2019-05-09,6.9,232
3593,35138,False,Little Big Soldier,zh,"The story of a farmer forced into conscription, who has been looking to get out of the army ever since. His great chance arrives when he stumbles upon a wounded general from an enemy state, and he kidnaps him, intending to claim credit for the capture, which includes five ""mu"" of land, and most importantly, honorable discharge from the army.",Little Big Soldier,10.122,2010-02-14,6.9,232
3594,12528,False,Southern Comfort,en,"A squad of National Guards on an isolated weekend exercise in the Louisiana swamp must fight for their lives when they anger local Cajuns by stealing their canoes. Without live ammunition and in a strange country, their experience begins to mirror the Vietnam experience.",Southern Comfort,12.781,1981-09-21,6.9,223
3595,10995,False,The Lover,fr,"A poor French teenage girl engages in an illicit affair with a wealthy Chinese heir in 1920s Saigon. For the first time in her young life she has control, and she wields it deftly over her besotted lover throughout a series of clandestine meetings and torrid encounters.",The Lover,23.049,1992-01-22,6.9,505
3596,6878,False,Homeward Bound: The Incredible Journey,en,"Remake of the popular Disney classic, this time featuring some well known voices as two dogs and a cat trek across America encountering all sorts of adventures in the quest to be reunited with their owners.",Homeward Bound: The Incredible Journey,17.824,1993-02-03,6.9,828
3597,432087,False,Back to Burgundy,fr,"Jean left his hometown ten years ago. When his father falls ill, he comes back and reunites with his sister Juliette and his brother Jérémie. As seasons go by around their vineyard, they'll have to trust each other again.",Back to Burgundy,7.331,2017-06-14,6.9,402
3598,425134,False,How to Be a Latin Lover,en,An aging Latin lover gets dumped by his sugar mama and must fend for himself in a harsh world.,How to Be a Latin Lover,51.941,2017-03-06,6.9,539
3599,29193,False,The Spanish Prisoner,en,An inventor of a secret process suddenly finds himself alone as both his friends and the corporation he works for turn against him.,The Spanish Prisoner,5.595,1997-12-03,6.9,213
3600,317560,False,Carrie Pilby,en,"Awkward, isolated and disapproving of most of the people around her, a precocious 19-year-old genius is challenged to put her convictions to the test by venturing out on to the NYC dating scene.",Carrie Pilby,7.915,2017-03-31,6.9,359
3601,204668,False,Belle and Sebastian,fr,"Belle and Sebastian is set high in the snowy Alps during the Second World War. The resourceful Sebastian is a lonely boy who tames and befriends a giant, wild mountain dog, Belle – even though the villagers believe her to be ‘the beast’ that has been killing their sheep.",Belle and Sebastian,10.573,2013-12-18,6.9,568
3602,70667,False,Kon-Tiki,no,"The true story about legendary explorer Thor Heyerdahl and his epic crossing of the Pacific on a balsa wood raft in 1947, in an effort to prove it was possible for South Americans to settle in Polynesia in pre-Columbian times.",Kon-Tiki,15.097,2012-08-24,6.9,597
